# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFSFlusher.totalContentionQuotaSpent,1708438487415000000,1708438547414000000,0
IndexesFlusher.totalFlushesRetried,1708438487415000000,1708438547414000000,0
VFSFlusher.totalFlushingTimeUs,1708438487415000000,1708438547414000000,0
IndexesFlusher.totalContentionQuotaSpent,1708438487415000000,1708438547414000000,0
VFSFlusher.totalFlushesRetried,1708438487415000000,1708438547414000000,0
VFSFlusher.totalFlushes,1708438487415000000,1708438547414000000,0
AWTEventQueue.eventsDispatched,1708438487415000000,1708438547414000000,420
FlushQueue.executionTime90PNs,1708438487415000000,1708438547414000000,94719
FlushQueue.queueSizeAvg,1708438487415000000,1708438547414000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1708438487415000000,1708438547414000000,508034.4380952381
FlushQueue.waitingTimeMaxNs,1708438487415000000,1708438547414000000,479231
FlushQueue.queueSize90P,1708438487415000000,1708438547414000000,0
AWTEventQueue.dispatchTime90PNs,1708438487415000000,1708438547414000000,1269759
FlushQueue.waitingTime90PNs,1708438487415000000,1708438547414000000,403455
AWTEventQueue.dispatchTimeTotalNS,1708438487415000000,1708438547414000000,213423360
FlushQueue.executionTimeMaxNs,1708438487415000000,1708438547414000000,127999
FlushQueue.tasksExecuted,1708438487415000000,1708438547414000000,59
FlushQueue.queueSizeMax,1708438487415000000,1708438547414000000,0
AWTEventQueue.dispatchTimeMaxNs,1708438487415000000,1708438547414000000,1589247
FlushQueue.executionTimeAvgNs,1708438487415000000,1708438547414000000,76461.55932203389
FlushQueue.waitingTimeAvgNs,1708438487415000000,1708438547414000000,361897.22033898305
FileNameCache.totalMisses,1708438487415000000,1708438547414000000,0
FileNameCache.fastMisses,1708438487415000000,1708438547414000000,0
FileNameCache.queries,1708438487415000000,1708438547414000000,0
StreamlinedBlobStorage.recordsDeleted,1708438487415000000,1708438547414000000,0
DirectByteBufferAllocator.disposed,1708438487415000000,1708438547414000000,0
StreamlinedBlobStorage.recordsAllocated,1708438487415000000,1708438547414000000,0
FilePageCache.pageHits,1708438487415000000,1708438547414000000,0
DirectByteBufferAllocator.reclaimed,1708438487415000000,1708438547414000000,0
FilePageCache.uncachedFileAccess,1708438487415000000,1708438547414000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708438487415000000,1708438547414000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708438487415000000,1708438547414000000,0
DirectByteBufferAllocator.hits,1708438487415000000,1708438547414000000,0
FilePageCache.totalPageDisposalsUs,1708438487415000000,1708438547414000000,0
StreamlinedBlobStorage.recordsRelocated,1708438487415000000,1708438547414000000,0
FilePageCache.disposedBuffers,1708438487415000000,1708438547414000000,0
StorageLockContext.competingThreads.max,1708438487415000000,1708438547414000000,0
FilePageCache.pageLoads,1708438487415000000,1708438547414000000,0
FilePageCache.maxRegisteredFiles,1708438487415000000,1708438547414000000,614
StorageLockContext.competingThreads.avg,1708438487415000000,1708438547414000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708438487415000000,1708438547414000000,246448128
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708438487415000000,1708438547414000000,0
FilePageCache.capacityInBytes,1708438487415000000,1708438547414000000,524288000
DirectByteBufferAllocator.misses,1708438487415000000,1708438547414000000,0
FilePageCache.maxCacheSizeInBytes,1708438487415000000,1708438547414000000,246448128
FilePageCache.pageLoadsAboveSizeThreshold,1708438487415000000,1708438547414000000,0
FilePageCache.pageFastCacheHits,1708438487415000000,1708438547414000000,0
FilePageCache.totalPageLoadsUs,1708438487415000000,1708438547414000000,0
StorageLockContext.competingThreads.90P,1708438487415000000,1708438547414000000,0
IndexesFlusher.totalFlushes,1708438547414000000,1708438607414000000,60
IndexesFlusher.totalFlushingTimeUs,1708438547414000000,1708438607414000000,266075
VFSFlusher.totalContentionQuotaSpent,1708438547414000000,1708438607414000000,0
IndexesFlusher.totalFlushesRetried,1708438547414000000,1708438607414000000,0
VFSFlusher.totalFlushingTimeUs,1708438547414000000,1708438607414000000,0
IndexesFlusher.totalContentionQuotaSpent,1708438547414000000,1708438607414000000,0
VFSFlusher.totalFlushesRetried,1708438547414000000,1708438607414000000,0
VFSFlusher.totalFlushes,1708438547414000000,1708438607414000000,0
AWTEventQueue.eventsDispatched,1708438547414000000,1708438607414000000,1095
FlushQueue.executionTime90PNs,1708438547414000000,1708438607414000000,89599
FlushQueue.queueSizeAvg,1708438547414000000,1708438607414000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1708438547414000000,1708438607414000000,424645.08493150683
FlushQueue.waitingTimeMaxNs,1708438547414000000,1708438607414000000,8847359
FlushQueue.queueSize90P,1708438547414000000,1708438607414000000,0
AWTEventQueue.dispatchTime90PNs,1708438547414000000,1708438607414000000,864255
FlushQueue.waitingTime90PNs,1708438547414000000,1708438607414000000,411647
AWTEventQueue.dispatchTimeTotalNS,1708438547414000000,1708438607414000000,464971312
FlushQueue.executionTimeMaxNs,1708438547414000000,1708438607414000000,667647
FlushQueue.tasksExecuted,1708438547414000000,1708438607414000000,62
FlushQueue.queueSizeMax,1708438547414000000,1708438607414000000,0
AWTEventQueue.dispatchTimeMaxNs,1708438547414000000,1708438607414000000,23068671
FlushQueue.executionTimeAvgNs,1708438547414000000,1708438607414000000,80995.09677419355
FlushQueue.waitingTimeAvgNs,1708438547414000000,1708438607414000000,601488.5161290322
FileNameCache.totalMisses,1708438547414000000,1708438607414000000,0
FileNameCache.fastMisses,1708438547414000000,1708438607414000000,0
FileNameCache.queries,1708438547414000000,1708438607414000000,20
StreamlinedBlobStorage.recordsDeleted,1708438547414000000,1708438607414000000,0
DirectByteBufferAllocator.disposed,1708438547414000000,1708438607414000000,0
StreamlinedBlobStorage.recordsAllocated,1708438547414000000,1708438607414000000,0
FilePageCache.pageHits,1708438547414000000,1708438607414000000,0
DirectByteBufferAllocator.reclaimed,1708438547414000000,1708438607414000000,0
FilePageCache.uncachedFileAccess,1708438547414000000,1708438607414000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708438547414000000,1708438607414000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708438547414000000,1708438607414000000,0
DirectByteBufferAllocator.hits,1708438547414000000,1708438607414000000,0
FilePageCache.totalPageDisposalsUs,1708438547414000000,1708438607414000000,0
StreamlinedBlobStorage.recordsRelocated,1708438547414000000,1708438607414000000,0
FilePageCache.disposedBuffers,1708438547414000000,1708438607414000000,0
StorageLockContext.competingThreads.max,1708438547414000000,1708438607414000000,0
FilePageCache.pageLoads,1708438547414000000,1708438607414000000,0
FilePageCache.maxRegisteredFiles,1708438547414000000,1708438607414000000,614
StorageLockContext.competingThreads.avg,1708438547414000000,1708438607414000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708438547414000000,1708438607414000000,246448128
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708438547414000000,1708438607414000000,0
FilePageCache.capacityInBytes,1708438547414000000,1708438607414000000,524288000
DirectByteBufferAllocator.misses,1708438547414000000,1708438607414000000,0
FilePageCache.maxCacheSizeInBytes,1708438547414000000,1708438607414000000,246448128
FilePageCache.pageLoadsAboveSizeThreshold,1708438547414000000,1708438607414000000,0
FilePageCache.pageFastCacheHits,1708438547414000000,1708438607414000000,0
FilePageCache.totalPageLoadsUs,1708438547414000000,1708438607414000000,0
StorageLockContext.competingThreads.90P,1708438547414000000,1708438607414000000,0
IndexesFlusher.totalFlushes,1708438607414000000,1708438667414000000,59
IndexesFlusher.totalFlushingTimeUs,1708438607414000000,1708438667414000000,259323
VFSFlusher.totalContentionQuotaSpent,1708438607414000000,1708438667414000000,0
IndexesFlusher.totalFlushesRetried,1708438607414000000,1708438667414000000,0
VFSFlusher.totalFlushingTimeUs,1708438607414000000,1708438667414000000,0
IndexesFlusher.totalContentionQuotaSpent,1708438607414000000,1708438667414000000,0
VFSFlusher.totalFlushesRetried,1708438607414000000,1708438667414000000,0
VFSFlusher.totalFlushes,1708438607414000000,1708438667414000000,0
AWTEventQueue.eventsDispatched,1708438607414000000,1708438667414000000,420
FlushQueue.executionTime90PNs,1708438607414000000,1708438667414000000,83967
FlushQueue.queueSizeAvg,1708438607414000000,1708438667414000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1708438607414000000,1708438667414000000,400781.4095238095
FlushQueue.waitingTimeMaxNs,1708438607414000000,1708438667414000000,444415
FlushQueue.queueSize90P,1708438607414000000,1708438667414000000,0
AWTEventQueue.dispatchTime90PNs,1708438607414000000,1708438667414000000,876543
FlushQueue.waitingTime90PNs,1708438607414000000,1708438667414000000,395263
AWTEventQueue.dispatchTimeTotalNS,1708438607414000000,1708438667414000000,168310975
FlushQueue.executionTimeMaxNs,1708438607414000000,1708438667414000000,131071
FlushQueue.tasksExecuted,1708438607414000000,1708438667414000000,60
FlushQueue.queueSizeMax,1708438607414000000,1708438667414000000,0
AWTEventQueue.dispatchTimeMaxNs,1708438607414000000,1708438667414000000,1269759
FlushQueue.executionTimeAvgNs,1708438607414000000,1708438667414000000,60752.0
FlushQueue.waitingTimeAvgNs,1708438607414000000,1708438667414000000,356642.13333333336
FileNameCache.totalMisses,1708438607414000000,1708438667414000000,0
FileNameCache.fastMisses,1708438607414000000,1708438667414000000,0
FileNameCache.queries,1708438607414000000,1708438667414000000,0
StreamlinedBlobStorage.recordsDeleted,1708438607414000000,1708438667414000000,0
DirectByteBufferAllocator.disposed,1708438607414000000,1708438667414000000,0
StreamlinedBlobStorage.recordsAllocated,1708438607414000000,1708438667414000000,0
FilePageCache.pageHits,1708438607414000000,1708438667414000000,0
DirectByteBufferAllocator.reclaimed,1708438607414000000,1708438667414000000,0
FilePageCache.uncachedFileAccess,1708438607414000000,1708438667414000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708438607414000000,1708438667414000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708438607414000000,1708438667414000000,0
DirectByteBufferAllocator.hits,1708438607414000000,1708438667414000000,0
FilePageCache.totalPageDisposalsUs,1708438607414000000,1708438667414000000,0
StreamlinedBlobStorage.recordsRelocated,1708438607414000000,1708438667414000000,0
FilePageCache.disposedBuffers,1708438607414000000,1708438667414000000,0
StorageLockContext.competingThreads.max,1708438607414000000,1708438667414000000,0
FilePageCache.pageLoads,1708438607414000000,1708438667414000000,0
FilePageCache.maxRegisteredFiles,1708438607414000000,1708438667414000000,614
StorageLockContext.competingThreads.avg,1708438607414000000,1708438667414000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708438607414000000,1708438667414000000,246448128
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708438607414000000,1708438667414000000,0
FilePageCache.capacityInBytes,1708438607414000000,1708438667414000000,524288000
DirectByteBufferAllocator.misses,1708438607414000000,1708438667414000000,0
FilePageCache.maxCacheSizeInBytes,1708438607414000000,1708438667414000000,246448128
FilePageCache.pageLoadsAboveSizeThreshold,1708438607414000000,1708438667414000000,0
FilePageCache.pageFastCacheHits,1708438607414000000,1708438667414000000,0
FilePageCache.totalPageLoadsUs,1708438607414000000,1708438667414000000,0
StorageLockContext.competingThreads.90P,1708438607414000000,1708438667414000000,0
IndexesFlusher.totalFlushes,1708438667414000000,1708438727414000000,60
IndexesFlusher.totalFlushingTimeUs,1708438667414000000,1708438727414000000,269944
VFSFlusher.totalContentionQuotaSpent,1708438667414000000,1708438727414000000,0
IndexesFlusher.totalFlushesRetried,1708438667414000000,1708438727414000000,0
VFSFlusher.totalFlushingTimeUs,1708438667414000000,1708438727414000000,0
IndexesFlusher.totalContentionQuotaSpent,1708438667414000000,1708438727414000000,0
VFSFlusher.totalFlushesRetried,1708438667414000000,1708438727414000000,0
VFSFlusher.totalFlushes,1708438667414000000,1708438727414000000,0
AWTEventQueue.eventsDispatched,1708438667414000000,1708438727414000000,418
FlushQueue.executionTime90PNs,1708438667414000000,1708438727414000000,68095
FlushQueue.queueSizeAvg,1708438667414000000,1708438727414000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1708438667414000000,1708438727414000000,345726.16267942585
FlushQueue.waitingTimeMaxNs,1708438667414000000,1708438727414000000,391167
FlushQueue.queueSize90P,1708438667414000000,1708438727414000000,0
AWTEventQueue.dispatchTime90PNs,1708438667414000000,1708438727414000000,761855
FlushQueue.waitingTime90PNs,1708438667414000000,1708438727414000000,372735
AWTEventQueue.dispatchTimeTotalNS,1708438667414000000,1708438727414000000,144486338
FlushQueue.executionTimeMaxNs,1708438667414000000,1708438727414000000,81407
FlushQueue.tasksExecuted,1708438667414000000,1708438727414000000,60
FlushQueue.queueSizeMax,1708438667414000000,1708438727414000000,0
AWTEventQueue.dispatchTimeMaxNs,1708438667414000000,1708438727414000000,929791
FlushQueue.executionTimeAvgNs,1708438667414000000,1708438727414000000,50928.0
FlushQueue.waitingTimeAvgNs,1708438667414000000,1708438727414000000,339558.4
FileNameCache.totalMisses,1708438667414000000,1708438727414000000,0
FileNameCache.fastMisses,1708438667414000000,1708438727414000000,0
FileNameCache.queries,1708438667414000000,1708438727414000000,0
StreamlinedBlobStorage.recordsDeleted,1708438667414000000,1708438727414000000,0
DirectByteBufferAllocator.disposed,1708438667414000000,1708438727414000000,0
StreamlinedBlobStorage.recordsAllocated,1708438667414000000,1708438727414000000,0
FilePageCache.pageHits,1708438667414000000,1708438727414000000,0
DirectByteBufferAllocator.reclaimed,1708438667414000000,1708438727414000000,0
FilePageCache.uncachedFileAccess,1708438667414000000,1708438727414000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708438667414000000,1708438727414000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708438667414000000,1708438727414000000,0
DirectByteBufferAllocator.hits,1708438667414000000,1708438727414000000,0
FilePageCache.totalPageDisposalsUs,1708438667414000000,1708438727414000000,0
StreamlinedBlobStorage.recordsRelocated,1708438667414000000,1708438727414000000,0
FilePageCache.disposedBuffers,1708438667414000000,1708438727414000000,0
StorageLockContext.competingThreads.max,1708438667414000000,1708438727414000000,0
FilePageCache.pageLoads,1708438667414000000,1708438727414000000,0
FilePageCache.maxRegisteredFiles,1708438667414000000,1708438727414000000,614
StorageLockContext.competingThreads.avg,1708438667414000000,1708438727414000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708438667414000000,1708438727414000000,246448128
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708438667414000000,1708438727414000000,0
FilePageCache.capacityInBytes,1708438667414000000,1708438727414000000,524288000
DirectByteBufferAllocator.misses,1708438667414000000,1708438727414000000,0
FilePageCache.maxCacheSizeInBytes,1708438667414000000,1708438727414000000,246448128
FilePageCache.pageLoadsAboveSizeThreshold,1708438667414000000,1708438727414000000,0
FilePageCache.pageFastCacheHits,1708438667414000000,1708438727414000000,0
FilePageCache.totalPageLoadsUs,1708438667414000000,1708438727414000000,0
StorageLockContext.competingThreads.90P,1708438667414000000,1708438727414000000,0
workspaceModel.init.bridges.ms,1708438727414000000,1708438787414000000,3
workspaceModel.loading.from.cache.ms,1708438727414000000,1708438787414000000,13
workspaceModel.collect.changes.ms,1708438727414000000,1708438787414000000,0
workspaceModel.updates.ms,1708438727414000000,1708438787414000000,96
workspaceModel.updates.count,1708438727414000000,1708438787414000000,4
workspaceModel.loading.total.ms,1708438727414000000,1708438787414000000,17
workspaceModel.update.unloaded.entities.ms,1708438727414000000,1708438787414000000,0
workspaceModel.initializing.ms,1708438727414000000,1708438787414000000,3
workspaceModel.replace.project.model.ms,1708438727414000000,1708438787414000000,0
workspaceModel.to.snapshot.ms,1708438727414000000,1708438787414000000,0
workspaceModel.pre.handlers.ms,1708438727414000000,1708438787414000000,1
workspaceModel.updates.precise.ms,1708438727414000000,1708438787414000000,4
workspaceModel.check.recursive.update.ms,1708438727414000000,1708438787414000000,0
Indexes.allKeys.lookupDurationAvgMs,1708438727414000000,1708438787414000000,4.0
IndexesFlusher.totalFlushes,1708438727414000000,1708438787414000000,49
IndexesFlusher.totalFlushingTimeUs,1708438727414000000,1708438787414000000,630586
Indexes.stubs.lookupDurationMaxMs,1708438727414000000,1708438787414000000,29.0
Indexes.allKeys.lookupDuration90PMs,1708438727414000000,1708438787414000000,4.0
Indexes.stubs.lookupDuration90PMs,1708438727414000000,1708438787414000000,3.0
VFSFlusher.totalContentionQuotaSpent,1708438727414000000,1708438787414000000,2
IndexesFlusher.totalFlushesRetried,1708438727414000000,1708438787414000000,0
Indexes.stubs.lookupDurationAvgMs,1708438727414000000,1708438787414000000,1.2083333333333333
IndexesFlusher.totalContentionQuotaSpent,1708438727414000000,1708438787414000000,1
Indexes.allKeys.lookups,1708438727414000000,1708438787414000000,1.0
Indexes.allKeys.lookupDurationMaxMs,1708438727414000000,1708438787414000000,4.0
Indexes.entries.lookups,1708438727414000000,1708438787414000000,108.0
Indexes.stubs.lookups,1708438727414000000,1708438787414000000,72.0
Indexes.entries.lookupDurationMaxMs,1708438727414000000,1708438787414000000,11.0
Indexes.entries.lookupDurationAvgMs,1708438727414000000,1708438787414000000,0.37962962962962965
VFSFlusher.totalFlushingTimeUs,1708438727414000000,1708438787414000000,54943
VFSFlusher.totalFlushesRetried,1708438727414000000,1708438787414000000,0
VFSFlusher.totalFlushes,1708438727414000000,1708438787414000000,18
Indexes.entries.lookupDuration90PMs,1708438727414000000,1708438787414000000,1.0
workspaceModel.mutableEntityStorage.referrers.ms,1708438727414000000,1708438787414000000,0
jps.artifact.entities.serializer.load.entities.ms,1708438727414000000,1708438787414000000,0
jps.global.get.library.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1708438727414000000,1708438787414000000,5
workspaceModel.moduleBridge.update.option.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1708438727414000000,1708438787414000000,1
workspaceModel.moduleBridge.facet.initialization.ms,1708438727414000000,1708438787414000000,0
jps.artifact.entities.serializer.save.entities.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1708438727414000000,1708438787414000000,1
workspaceModel.global.updates.ms,1708438727414000000,1708438787414000000,0
jps.global.initialize.library.bridges.after.loading.ms,1708438727414000000,1708438787414000000,0
workspaceModel.moduleBridge.before.changed.ms,1708438727414000000,1708438787414000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1708438727414000000,1708438787414000000,3
jps.global.initialize.library.bridges.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1708438727414000000,1708438787414000000,0
jps.apply.loaded.storage.ms,1708438727414000000,1708438787414000000,34
workspaceModel.global.apply.state.to.project.builder.ms,1708438727414000000,1708438787414000000,2
jps.global.get.library.by.name.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1708438727414000000,1708438787414000000,2
jps.facet.change.listener.init.bridge.ms,1708438727414000000,1708438787414000000,2
workspaceModel.mutableEntityStorage.put.entity.ms,1708438727414000000,1708438787414000000,10
workspaceModel.global.apply.state.to.project.ms,1708438727414000000,1708438787414000000,0
jps.global.handle.before.change.events.ms,1708438727414000000,1708438787414000000,0
jps.modifiable.module.model.bridge.new.module.ms,1708438727414000000,1708438787414000000,34
jps.reload.project.entities.ms,1708438727414000000,1708438787414000000,0
jps.facet.change.listener.before.change.events.ms,1708438727414000000,1708438787414000000,0
workspaceModel.global.updates.count,1708438727414000000,1708438787414000000,0
jps.modifiable.module.model.bridge.disposing.ms,1708438727414000000,1708438787414000000,0
jps.module.iml.entities.serializer.load.entities.ms,1708438727414000000,1708438787414000000,0
jps.storage.jps.conf.reader.load.component.ms,1708438727414000000,1708438787414000000,2
workspaceModel.mutableEntityStorage.to.snapshot.ms,1708438727414000000,1708438787414000000,6
jps.modifiable.module.model.bridge.load.module.ms,1708438727414000000,1708438787414000000,0
jps.facet.change.listener.process.change.events.ms,1708438727414000000,1708438787414000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1708438727414000000,1708438787414000000,0
jps.modifiable.module.model.bridge.renaming.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1708438727414000000,1708438787414000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1708438727414000000,1708438787414000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1708438727414000000,1708438787414000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1708438727414000000,1708438787414000000,0
workspaceModel.sync.entities.ms,1708438727414000000,1708438787414000000,0
workspaceModel.load.cache.from.file.ms,1708438727414000000,1708438787414000000,0
jps.module.iml.entities.serializer.save.entities.ms,1708438727414000000,1708438787414000000,21
workspaceModel.moduleBridgeLoader.loading.modules.ms,1708438727414000000,1708438787414000000,107
workspaceModel.moduleManagerBridge.load.all.modules.ms,1708438727414000000,1708438787414000000,3
jps.library.entities.serializer.save.entities.ms,1708438727414000000,1708438787414000000,3
jps.library.entities.serializer.load.entities.ms,1708438727414000000,1708438787414000000,0
jps.save.changed.project.entities.ms,1708438727414000000,1708438787414000000,40
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1708438727414000000,1708438787414000000,0
jps.load.project.to.empty.storage.ms,1708438727414000000,1708438787414000000,37
jps.save.global.entities.ms,1708438727414000000,1708438787414000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1708438727414000000,1708438787414000000,0
workspaceModel.mutableEntityStorage.entities.ms,1708438727414000000,1708438787414000000,4
workspaceModel.mutableEntityStorage.add.diff.ms,1708438727414000000,1708438787414000000,9
workspaceModel.mutableEntityStorage.add.entity.ms,1708438727414000000,1708438787414000000,20
jps.load.initial.state.ms,1708438727414000000,1708438787414000000,7
workspaceModel.mutableEntityStorage.remove.entity.ms,1708438727414000000,1708438787414000000,0
jps.project.serializers.load.ms,1708438727414000000,1708438787414000000,2
workspaceModel.save.cache.to.file.ms,1708438727414000000,1708438787414000000,89
workspaceModel.moduleManagerBridge.create.module.instance.ms,1708438727414000000,1708438787414000000,16
workspaceModel.mutableEntityStorage.has.same.entities.ms,1708438727414000000,1708438787414000000,0
jps.global.get.libraries.ms,1708438727414000000,1708438787414000000,0
jps.global.handle.changed.events.ms,1708438727414000000,1708438787414000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1708438727414000000,1708438787414000000,2
jps.app.storage.content.writer.save.component.ms,1708438727414000000,1708438787414000000,0
jps.app.storage.content.reader.load.component.ms,1708438727414000000,1708438787414000000,0
workspaceModel.orphan.listener.update.ms,1708438727414000000,1708438787414000000,2
jps.project.serializers.save.ms,1708438727414000000,1708438787414000000,40
JVM.threadCount,1708438727414000000,1708438787414000000,127
JVM.usedNativeBytes,1708438727414000000,1708438787414000000,403421240
JVM.maxNativeBytes,1708438727414000000,1708438787414000000,-1
JVM.maxHeapBytes,1708438727414000000,1708438787414000000,2147483648
JVM.usedHeapBytes,1708438727414000000,1708438787414000000,754750968
JVM.GC.collectionTimesMs,1708438727414000000,1708438787414000000,414
OS.loadAverage,1708438727414000000,1708438787414000000,1.8955078125
JVM.totalCpuTimeMs,1708438727414000000,1708438787414000000,140070
JVM.GC.collections,1708438727414000000,1708438787414000000,53
AWTEventQueue.eventsDispatched,1708438727414000000,1708438787414000000,4828
