# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.app.storage.content.writer.save.component.ms,1708486703822000000,1708486763830000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1708486703822000000,1708486763830000000,746
jps.storage.jps.conf.reader.load.component.ms,1708486703822000000,1708486763830000000,6
VFSFlusher.totalFlushes,1708486703822000000,1708486763830000000,7
VFSFlusher.totalFlushingTimeUs,1708486703822000000,1708486763830000000,14697
Indexes.stubs.lookupDuration90PMs,1708486703822000000,1708486763830000000,1.0
Indexes.entries.lookupDuration90PMs,1708486703822000000,1708486763830000000,0.0
IndexesFlusher.totalFlushingTimeUs,1708486703822000000,1708486763830000000,344469
IndexesFlusher.totalContentionQuotaSpent,1708486703822000000,1708486763830000000,0
Indexes.entries.lookups,1708486703822000000,1708486763830000000,517.0
IndexesFlusher.totalFlushesRetried,1708486703822000000,1708486763830000000,0
Indexes.stubs.lookups,1708486703822000000,1708486763830000000,872.0
Indexes.allKeys.lookupDuration90PMs,1708486703822000000,1708486763830000000,2.0
Indexes.stubs.lookupDurationAvgMs,1708486703822000000,1708486763830000000,0.3291284403669725
IndexesFlusher.totalFlushes,1708486703822000000,1708486763830000000,58
VFSFlusher.totalFlushesRetried,1708486703822000000,1708486763830000000,0
Indexes.allKeys.lookupDurationMaxMs,1708486703822000000,1708486763830000000,2.0
Indexes.allKeys.lookups,1708486703822000000,1708486763830000000,4.0
Indexes.allKeys.lookupDurationAvgMs,1708486703822000000,1708486763830000000,1.0
VFSFlusher.totalContentionQuotaSpent,1708486703822000000,1708486763830000000,0
Indexes.stubs.lookupDurationMaxMs,1708486703822000000,1708486763830000000,57.0
Indexes.entries.lookupDurationMaxMs,1708486703822000000,1708486763830000000,23.0
Indexes.entries.lookupDurationAvgMs,1708486703822000000,1708486763830000000,0.2379110251450677
DirectByteBufferAllocator.disposed,1708486703822000000,1708486763830000000,0
DirectByteBufferAllocator.misses,1708486703822000000,1708486763830000000,344
FilePageCache.capacityInBytes,1708486703822000000,1708486763830000000,524288000
StreamlinedBlobStorage.recordsRelocated,1708486703822000000,1708486763830000000,0
StorageLockContext.competingThreads.max,1708486703822000000,1708486763830000000,5
FilePageCache.disposedBuffers,1708486703822000000,1708486763830000000,3
StorageLockContext.competingThreads.avg,1708486703822000000,1708486763830000000,0.0423728813559322
StorageLockContext.competingThreads.90P,1708486703822000000,1708486763830000000,0
FilePageCache.totalPageLoadsUs,1708486703822000000,1708486763830000000,821418
FilePageCache.pageLoadsAboveSizeThreshold,1708486703822000000,1708486763830000000,0
FilePageCache.pageFastCacheHits,1708486703822000000,1708486763830000000,122545
StreamlinedBlobStorage.recordsAllocated,1708486703822000000,1708486763830000000,37677
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708486703822000000,1708486763830000000,2679144
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708486703822000000,1708486763830000000,1678352
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708486703822000000,1708486763830000000,0
FilePageCache.uncachedFileAccess,1708486703822000000,1708486763830000000,148
FilePageCache.pageHits,1708486703822000000,1708486763830000000,383
FilePageCache.maxCacheSizeInBytes,1708486703822000000,1708486763830000000,287956992
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708486703822000000,1708486763830000000,287956992
FilePageCache.pageLoads,1708486703822000000,1708486763830000000,347
StreamlinedBlobStorage.recordsDeleted,1708486703822000000,1708486763830000000,22
DirectByteBufferAllocator.hits,1708486703822000000,1708486763830000000,3
DirectByteBufferAllocator.reclaimed,1708486703822000000,1708486763830000000,3
FilePageCache.maxRegisteredFiles,1708486703822000000,1708486763830000000,620
FilePageCache.totalPageDisposalsUs,1708486703822000000,1708486763830000000,1617
JVM.usedHeapBytes,1708486703822000000,1708486763830000000,266781464
JVM.GC.collections,1708486703822000000,1708486763830000000,23
JVM.maxHeapBytes,1708486703822000000,1708486763830000000,2147483648
JVM.GC.collectionTimesMs,1708486703822000000,1708486763830000000,163
JVM.totalCpuTimeMs,1708486703822000000,1708486763830000000,55440
JVM.usedNativeBytes,1708486703822000000,1708486763830000000,389803032
JVM.threadCount,1708486703822000000,1708486763830000000,123
OS.loadAverage,1708486703822000000,1708486763830000000,0.75146484375
JVM.maxNativeBytes,1708486703822000000,1708486763830000000,-1
FileNameCache.queries,1708486763830000000,1708486823828000000,118
FileNameCache.totalMisses,1708486763830000000,1708486823828000000,0
FileNameCache.fastMisses,1708486763830000000,1708486823828000000,2
NonBlockingReadAction.failedExecutionsCount,1708486763830000000,1708486823828000000,0
FlushQueue.queueSizeMax,1708486763830000000,1708486823828000000,1
AWTEventQueue.dispatchTimeTotalNS,1708486763830000000,1708486823828000000,317160024
FlushQueue.tasksExecuted,1708486763830000000,1708486823828000000,481
AWTEventQueue.dispatchTimeAvgNs,1708486763830000000,1708486823828000000,436912.74931129476
AWTEventQueue.eventsDispatched,1708486763830000000,1708486823828000000,726
AWTEventQueue.dispatchTime90PNs,1708486763830000000,1708486823828000000,815103
NonBlockingReadAction.failedExecutionTimeUs,1708486763830000000,1708486823828000000,0
FlushQueue.waitingTimeAvgNs,1708486763830000000,1708486823828000000,305344.7983367983
FlushQueue.executionTime90PNs,1708486763830000000,1708486823828000000,479231
FlushQueue.waitingTime90PNs,1708486763830000000,1708486823828000000,391167
FlushQueue.queueSize90P,1708486763830000000,1708486823828000000,1
NonBlockingReadAction.finalizedExecutionsCount,1708486763830000000,1708486823828000000,3
AWTEventQueue.dispatchTimeMaxNs,1708486763830000000,1708486823828000000,8585215
NonBlockingReadAction.finalizedExecutionTimeUs,1708486763830000000,1708486823828000000,4198
FlushQueue.executionTimeMaxNs,1708486763830000000,1708486823828000000,7340031
FlushQueue.queueSizeAvg,1708486763830000000,1708486823828000000,0.11642411642411643
FlushQueue.executionTimeAvgNs,1708486763830000000,1708486823828000000,177588.3076923077
FlushQueue.waitingTimeMaxNs,1708486763830000000,1708486823828000000,5865471
workspaceModel.replace.project.model.ms,1708486763830000000,1708486823828000000,0
workspaceModel.collect.changes.ms,1708486763830000000,1708486823828000000,0
workspaceModel.pre.handlers.ms,1708486763830000000,1708486823828000000,1
workspaceModel.to.snapshot.ms,1708486763830000000,1708486823828000000,1
workspaceModel.init.bridges.ms,1708486763830000000,1708486823828000000,2
workspaceModel.updates.ms,1708486763830000000,1708486823828000000,87
workspaceModel.updates.count,1708486763830000000,1708486823828000000,4
workspaceModel.loading.from.cache.ms,1708486763830000000,1708486823828000000,159
workspaceModel.update.unloaded.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.check.recursive.update.ms,1708486763830000000,1708486823828000000,0
workspaceModel.loading.total.ms,1708486763830000000,1708486823828000000,174
workspaceModel.initializing.ms,1708486763830000000,1708486823828000000,2
workspaceModel.updates.precise.ms,1708486763830000000,1708486823828000000,23
workspaceModel.global.apply.state.to.project.builder.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1708486763830000000,1708486823828000000,1
workspaceModel.save.cache.to.file.ms,1708486763830000000,1708486823828000000,35
workspaceModel.delayed.project.synchronizer.sync.ms,1708486763830000000,1708486823828000000,141
jps.global.get.library.by.name.ms,1708486763830000000,1708486823828000000,0
jps.global.handle.changed.events.ms,1708486763830000000,1708486823828000000,0
jps.global.get.libraries.ms,1708486763830000000,1708486823828000000,1
jps.library.entities.serializer.load.entities.ms,1708486763830000000,1708486823828000000,10
workspaceModel.mutableEntityStorage.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.global.updates.ms,1708486763830000000,1708486823828000000,0
workspaceModel.global.apply.state.to.project.ms,1708486763830000000,1708486823828000000,34
workspaceModel.load.cache.from.file.ms,1708486763830000000,1708486823828000000,157
workspaceModel.mutableEntityStorage.entities.by.source.ms,1708486763830000000,1708486823828000000,0
workspaceModel.global.updates.count,1708486763830000000,1708486823828000000,0
jps.facet.change.listener.before.change.events.ms,1708486763830000000,1708486823828000000,0
jps.artifact.entities.serializer.load.entities.ms,1708486763830000000,1708486823828000000,0
jps.app.storage.content.reader.load.component.ms,1708486763830000000,1708486823828000000,0
jps.module.iml.entities.serializer.save.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1708486763830000000,1708486823828000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1708486763830000000,1708486823828000000,2
jps.save.changed.project.entities.ms,1708486763830000000,1708486823828000000,1
workspaceModel.moduleBridge.update.option.ms,1708486763830000000,1708486823828000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1708486763830000000,1708486823828000000,1
jps.apply.loaded.storage.ms,1708486763830000000,1708486823828000000,59
jps.project.serializers.load.ms,1708486763830000000,1708486823828000000,45
workspaceModel.mutableEntityStorage.add.diff.ms,1708486763830000000,1708486823828000000,7
jps.module.iml.entities.serializer.load.entities.ms,1708486763830000000,1708486823828000000,27
workspaceModel.moduleManagerBridge.load.module.ms,1708486763830000000,1708486823828000000,0
jps.reload.project.entities.ms,1708486763830000000,1708486823828000000,0
jps.load.project.to.empty.storage.ms,1708486763830000000,1708486823828000000,78
workspaceModel.mutableEntityStorage.remove.entity.ms,1708486763830000000,1708486823828000000,0
jps.library.entities.serializer.save.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1708486763830000000,1708486823828000000,1
jps.project.serializers.save.ms,1708486763830000000,1708486823828000000,1
jps.global.handle.before.change.events.ms,1708486763830000000,1708486823828000000,0
workspaceModel.sync.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1708486763830000000,1708486823828000000,6
workspaceModel.mutableEntityStorage.add.entity.ms,1708486763830000000,1708486823828000000,32
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1708486763830000000,1708486823828000000,0
jps.load.initial.state.ms,1708486763830000000,1708486823828000000,9
workspaceModel.moduleManagerBridge.create.module.instance.ms,1708486763830000000,1708486823828000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1708486763830000000,1708486823828000000,0
jps.global.initialize.library.bridges.ms,1708486763830000000,1708486823828000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1708486763830000000,1708486823828000000,52
workspaceModel.mutableEntityStorage.put.entity.ms,1708486763830000000,1708486823828000000,10
workspaceModel.moduleBridge.facet.initialization.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1708486763830000000,1708486823828000000,1
jps.global.initialize.library.bridges.after.loading.ms,1708486763830000000,1708486823828000000,0
workspaceModel.moduleBridge.before.changed.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1708486763830000000,1708486823828000000,0
jps.artifact.entities.serializer.save.entities.ms,1708486763830000000,1708486823828000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1708486763830000000,1708486823828000000,17
workspaceModel.orphan.listener.update.ms,1708486763830000000,1708486823828000000,1
jps.facet.change.listener.process.change.events.ms,1708486763830000000,1708486823828000000,0
jps.global.get.library.ms,1708486763830000000,1708486823828000000,0
jps.facet.change.listener.init.bridge.ms,1708486763830000000,1708486823828000000,0
jps.save.global.entities.ms,1708486763830000000,1708486823828000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1708486763830000000,1708486823828000000,0
jps.app.storage.content.writer.save.component.ms,1708486763830000000,1708486823828000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1708486763830000000,1708486823828000000,746
jps.storage.jps.conf.reader.load.component.ms,1708486763830000000,1708486823828000000,6
VFSFlusher.totalFlushes,1708486763830000000,1708486823828000000,0
VFSFlusher.totalFlushingTimeUs,1708486763830000000,1708486823828000000,0
Indexes.stubs.lookupDuration90PMs,1708486763830000000,1708486823828000000,0.0
Indexes.entries.lookupDuration90PMs,1708486763830000000,1708486823828000000,0.0
IndexesFlusher.totalFlushingTimeUs,1708486763830000000,1708486823828000000,241230
IndexesFlusher.totalContentionQuotaSpent,1708486763830000000,1708486823828000000,0
Indexes.entries.lookups,1708486763830000000,1708486823828000000,0.0
IndexesFlusher.totalFlushesRetried,1708486763830000000,1708486823828000000,0
Indexes.stubs.lookups,1708486763830000000,1708486823828000000,0.0
Indexes.allKeys.lookupDuration90PMs,1708486763830000000,1708486823828000000,0.0
Indexes.stubs.lookupDurationAvgMs,1708486763830000000,1708486823828000000,0.0
IndexesFlusher.totalFlushes,1708486763830000000,1708486823828000000,59
VFSFlusher.totalFlushesRetried,1708486763830000000,1708486823828000000,0
Indexes.allKeys.lookupDurationMaxMs,1708486763830000000,1708486823828000000,0.0
Indexes.allKeys.lookups,1708486763830000000,1708486823828000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1708486763830000000,1708486823828000000,0.0
VFSFlusher.totalContentionQuotaSpent,1708486763830000000,1708486823828000000,0
Indexes.stubs.lookupDurationMaxMs,1708486763830000000,1708486823828000000,0.0
Indexes.entries.lookupDurationMaxMs,1708486763830000000,1708486823828000000,0.0
Indexes.entries.lookupDurationAvgMs,1708486763830000000,1708486823828000000,0.0
DirectByteBufferAllocator.disposed,1708486763830000000,1708486823828000000,0
DirectByteBufferAllocator.misses,1708486763830000000,1708486823828000000,0
FilePageCache.capacityInBytes,1708486763830000000,1708486823828000000,524288000
StreamlinedBlobStorage.recordsRelocated,1708486763830000000,1708486823828000000,0
StorageLockContext.competingThreads.max,1708486763830000000,1708486823828000000,0
FilePageCache.disposedBuffers,1708486763830000000,1708486823828000000,0
StorageLockContext.competingThreads.avg,1708486763830000000,1708486823828000000,0.0
StorageLockContext.competingThreads.90P,1708486763830000000,1708486823828000000,0
FilePageCache.totalPageLoadsUs,1708486763830000000,1708486823828000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1708486763830000000,1708486823828000000,0
FilePageCache.pageFastCacheHits,1708486763830000000,1708486823828000000,0
StreamlinedBlobStorage.recordsAllocated,1708486763830000000,1708486823828000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708486763830000000,1708486823828000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708486763830000000,1708486823828000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708486763830000000,1708486823828000000,0
FilePageCache.uncachedFileAccess,1708486763830000000,1708486823828000000,0
FilePageCache.pageHits,1708486763830000000,1708486823828000000,0
FilePageCache.maxCacheSizeInBytes,1708486763830000000,1708486823828000000,287956992
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708486763830000000,1708486823828000000,287956992
FilePageCache.pageLoads,1708486763830000000,1708486823828000000,0
StreamlinedBlobStorage.recordsDeleted,1708486763830000000,1708486823828000000,0
DirectByteBufferAllocator.hits,1708486763830000000,1708486823828000000,0
DirectByteBufferAllocator.reclaimed,1708486763830000000,1708486823828000000,0
FilePageCache.maxRegisteredFiles,1708486763830000000,1708486823828000000,620
FilePageCache.totalPageDisposalsUs,1708486763830000000,1708486823828000000,0
JVM.usedHeapBytes,1708486763830000000,1708486823828000000,291947288
JVM.GC.collections,1708486763830000000,1708486823828000000,0
JVM.maxHeapBytes,1708486763830000000,1708486823828000000,2147483648
JVM.GC.collectionTimesMs,1708486763830000000,1708486823828000000,0
JVM.totalCpuTimeMs,1708486763830000000,1708486823828000000,2970
JVM.usedNativeBytes,1708486763830000000,1708486823828000000,393079904
JVM.threadCount,1708486763830000000,1708486823828000000,46
OS.loadAverage,1708486763830000000,1708486823828000000,0.88232421875
JVM.maxNativeBytes,1708486763830000000,1708486823828000000,-1
FileNameCache.queries,1708486823828000000,1708486883828000000,0
FileNameCache.totalMisses,1708486823828000000,1708486883828000000,0
FileNameCache.fastMisses,1708486823828000000,1708486883828000000,0
NonBlockingReadAction.failedExecutionsCount,1708486823828000000,1708486883828000000,0
FlushQueue.queueSizeMax,1708486823828000000,1708486883828000000,0
AWTEventQueue.dispatchTimeTotalNS,1708486823828000000,1708486883828000000,103043390
FlushQueue.tasksExecuted,1708486823828000000,1708486883828000000,361
AWTEventQueue.dispatchTimeAvgNs,1708486823828000000,1708486883828000000,276271.6997319035
AWTEventQueue.eventsDispatched,1708486823828000000,1708486883828000000,373
AWTEventQueue.dispatchTime90PNs,1708486823828000000,1708486883828000000,544767
NonBlockingReadAction.failedExecutionTimeUs,1708486823828000000,1708486883828000000,0
FlushQueue.waitingTimeAvgNs,1708486823828000000,1708486883828000000,285903.42382271466
FlushQueue.executionTime90PNs,1708486823828000000,1708486883828000000,380927
FlushQueue.waitingTime90PNs,1708486823828000000,1708486883828000000,360447
FlushQueue.queueSize90P,1708486823828000000,1708486883828000000,0
NonBlockingReadAction.finalizedExecutionsCount,1708486823828000000,1708486883828000000,0
AWTEventQueue.dispatchTimeMaxNs,1708486823828000000,1708486883828000000,802815
NonBlockingReadAction.finalizedExecutionTimeUs,1708486823828000000,1708486883828000000,0
FlushQueue.executionTimeMaxNs,1708486823828000000,1708486883828000000,540671
FlushQueue.queueSizeAvg,1708486823828000000,1708486883828000000,0.0
FlushQueue.executionTimeAvgNs,1708486823828000000,1708486883828000000,132416.13296398893
FlushQueue.waitingTimeMaxNs,1708486823828000000,1708486883828000000,2899967
workspaceModel.replace.project.model.ms,1708486823828000000,1708486883828000000,0
workspaceModel.collect.changes.ms,1708486823828000000,1708486883828000000,0
workspaceModel.pre.handlers.ms,1708486823828000000,1708486883828000000,1
workspaceModel.to.snapshot.ms,1708486823828000000,1708486883828000000,1
workspaceModel.init.bridges.ms,1708486823828000000,1708486883828000000,2
workspaceModel.updates.ms,1708486823828000000,1708486883828000000,87
workspaceModel.updates.count,1708486823828000000,1708486883828000000,4
workspaceModel.loading.from.cache.ms,1708486823828000000,1708486883828000000,159
workspaceModel.update.unloaded.entities.ms,1708486823828000000,1708486883828000000,0
workspaceModel.check.recursive.update.ms,1708486823828000000,1708486883828000000,0
workspaceModel.loading.total.ms,1708486823828000000,1708486883828000000,174
workspaceModel.initializing.ms,1708486823828000000,1708486883828000000,2
workspaceModel.updates.precise.ms,1708486823828000000,1708486883828000000,23
workspaceModel.global.apply.state.to.project.builder.ms,1708486823828000000,1708486883828000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1708486823828000000,1708486883828000000,1
workspaceModel.save.cache.to.file.ms,1708486823828000000,1708486883828000000,35
workspaceModel.delayed.project.synchronizer.sync.ms,1708486823828000000,1708486883828000000,141
jps.global.get.library.by.name.ms,1708486823828000000,1708486883828000000,0
jps.global.handle.changed.events.ms,1708486823828000000,1708486883828000000,0
jps.global.get.libraries.ms,1708486823828000000,1708486883828000000,1
jps.library.entities.serializer.load.entities.ms,1708486823828000000,1708486883828000000,10
workspaceModel.mutableEntityStorage.entities.ms,1708486823828000000,1708486883828000000,0
workspaceModel.global.updates.ms,1708486823828000000,1708486883828000000,0
workspaceModel.global.apply.state.to.project.ms,1708486823828000000,1708486883828000000,34
workspaceModel.load.cache.from.file.ms,1708486823828000000,1708486883828000000,157
workspaceModel.mutableEntityStorage.entities.by.source.ms,1708486823828000000,1708486883828000000,0
workspaceModel.global.updates.count,1708486823828000000,1708486883828000000,0
jps.facet.change.listener.before.change.events.ms,1708486823828000000,1708486883828000000,0
jps.artifact.entities.serializer.load.entities.ms,1708486823828000000,1708486883828000000,0
jps.app.storage.content.reader.load.component.ms,1708486823828000000,1708486883828000000,0
jps.module.iml.entities.serializer.save.entities.ms,1708486823828000000,1708486883828000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1708486823828000000,1708486883828000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1708486823828000000,1708486883828000000,2
jps.save.changed.project.entities.ms,1708486823828000000,1708486883828000000,1
workspaceModel.moduleBridge.update.option.ms,1708486823828000000,1708486883828000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1708486823828000000,1708486883828000000,1
