# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.tasksExecuted,1708437974738000000,1708438034749000000,134
AWTEventQueue.dispatchTime90PNs,1708437974738000000,1708438034749000000,954367
FlushQueue.queueSize90P,1708437974738000000,1708438034749000000,5
FlushQueue.executionTime90PNs,1708437974738000000,1708438034749000000,1499135
AWTEventQueue.dispatchTimeMaxNs,1708437974738000000,1708438034749000000,482344959
FlushQueue.waitingTime90PNs,1708437974738000000,1708438034749000000,164626431
FlushQueue.waitingTimeMaxNs,1708437974738000000,1708438034749000000,534773759
FlushQueue.executionTimeAvgNs,1708437974738000000,1708438034749000000,5696225.910447761
AWTEventQueue.dispatchTimeAvgNs,1708437974738000000,1708438034749000000,1624658.126984127
FlushQueue.executionTimeMaxNs,1708437974738000000,1708438034749000000,482344959
AWTEventQueue.eventsDispatched,1708437974738000000,1708438034749000000,1008
FlushQueue.queueSizeMax,1708437974738000000,1708438034749000000,12
FlushQueue.queueSizeAvg,1708437974738000000,1708438034749000000,1.037313432835821
AWTEventQueue.dispatchTimeTotalNS,1708437974738000000,1708438034749000000,1637768056
FlushQueue.waitingTimeAvgNs,1708437974738000000,1708438034749000000,3.483698555223881E7
FilePageCache.capacityInBytes,1708437974738000000,1708438034749000000,524288000
StreamlinedBlobStorage.recordsRelocated,1708437974738000000,1708438034749000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1708437974738000000,1708438034749000000,0
FilePageCache.pageLoads,1708437974738000000,1708438034749000000,229
StorageLockContext.competingThreads.avg,1708437974738000000,1708438034749000000,0.01680672268907563
DirectByteBufferAllocator.reclaimed,1708437974738000000,1708438034749000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1708437974738000000,1708438034749000000,0
DirectByteBufferAllocator.hits,1708437974738000000,1708438034749000000,3
FilePageCache.disposedBuffers,1708437974738000000,1708438034749000000,3
FilePageCache.totalPageDisposalsUs,1708437974738000000,1708438034749000000,1206
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1708437974738000000,1708438034749000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1708437974738000000,1708438034749000000,0
DirectByteBufferAllocator.misses,1708437974738000000,1708438034749000000,226
StreamlinedBlobStorage.recordsAllocated,1708437974738000000,1708438034749000000,0
StreamlinedBlobStorage.recordsDeleted,1708437974738000000,1708438034749000000,0
FilePageCache.pageFastCacheHits,1708437974738000000,1708438034749000000,15420
StorageLockContext.competingThreads.max,1708437974738000000,1708438034749000000,2
FilePageCache.pageHits,1708437974738000000,1708438034749000000,0
StorageLockContext.competingThreads.90P,1708437974738000000,1708438034749000000,0
FilePageCache.uncachedFileAccess,1708437974738000000,1708438034749000000,361
FilePageCache.maxCacheSizeInBytes,1708437974738000000,1708438034749000000,242253824
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1708437974738000000,1708438034749000000,242253824
FilePageCache.maxRegisteredFiles,1708437974738000000,1708438034749000000,833
DirectByteBufferAllocator.disposed,1708437974738000000,1708438034749000000,0
FilePageCache.totalPageLoadsUs,1708437974738000000,1708438034749000000,429710
IndexesFlusher.totalFlushes,1708437974738000000,1708438034749000000,43
VFSFlusher.totalFlushesRetried,1708437974738000000,1708438034749000000,0
IndexesFlusher.totalFlushesRetried,1708437974738000000,1708438034749000000,0
IndexesFlusher.totalContentionQuotaSpent,1708437974738000000,1708438034749000000,5
VFSFlusher.totalContentionQuotaSpent,1708437974738000000,1708438034749000000,0
VFSFlusher.totalFlushes,1708437974738000000,1708438034749000000,0
VFSFlusher.totalFlushingTimeUs,1708437974738000000,1708438034749000000,0
IndexesFlusher.totalFlushingTimeUs,1708437974738000000,1708438034749000000,285068
jps.global.initialize.library.bridges.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1708437974738000000,1708438034749000000,0
jps.app.storage.content.writer.save.component.ms,1708437974738000000,1708438034749000000,0
jps.global.get.library.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.entities.ms,1708437974738000000,1708438034749000000,1
workspaceModel.global.apply.state.to.project.ms,1708437974738000000,1708438034749000000,0
jps.global.handle.before.change.events.ms,1708437974738000000,1708438034749000000,0
jps.global.get.libraries.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1708437974738000000,1708438034749000000,0
workspaceModel.sync.entities.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1708437974738000000,1708438034749000000,0
jps.library.entities.serializer.save.entities.ms,1708437974738000000,1708438034749000000,0
jps.app.storage.content.reader.load.component.ms,1708437974738000000,1708438034749000000,1
workspaceModel.save.cache.to.file.ms,1708437974738000000,1708438034749000000,0
jps.library.entities.serializer.load.entities.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1708437974738000000,1708438034749000000,0
jps.global.handle.changed.events.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1708437974738000000,1708438034749000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1708437974738000000,1708438034749000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1708437974738000000,1708438034749000000,0
workspaceModel.load.cache.from.file.ms,1708437974738000000,1708438034749000000,0
jps.global.get.library.by.name.ms,1708437974738000000,1708438034749000000,0
workspaceModel.global.updates.count,1708437974738000000,1708438034749000000,0
jps.save.global.entities.ms,1708437974738000000,1708438034749000000,62
jps.load.initial.state.ms,1708437974738000000,1708438034749000000,6
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1708437974738000000,1708438034749000000,0
